INDEX;MEASURED;PREDICTED
686;13.75;14.0195
687;11.4071;10.2262
688;11.1474;10.971
689;4.1731;4.5742
690;14.8494;14.3556
691;0.641;0.601
692;0.8397;0.5706
693;14.2468;14.7292
694;14.016;14.0596
695;13.1795;14.4602
696;6.4904;7.1556
697;3.1314;3.266
698;22.3526;22.1495
699;26.25;25.6253
700;27.7564;28.18
701;1.3782;1.2259
702;30.1282;31.3485
703;12.5833;13.2776
704;41.6667;46.0384
705;31.9551;30.9941
706;5.1571;5.2884
707;5.7179;5.9596
708;17.1442;15.7006
709;28.0128;28.5364
710;23.141;24.0675
711;2.9872;3.2119
712;15.6923;15.233
713;29.5192;29.5856
714;12.984;12.8054
715;25.609;26.3495
716;25.2244;24.7215
717;0.2083;0.3194
718;25.3526;27.3967
719;8.9295;8.8353
720;30.7372;30.9736
721;0.2885;0.2398
722;19.4263;20.0546
723;24.1346;24.8952
724;24.9679;25.7246
725;0.4776;0.4415
726;27.8526;29.4988
727;43.0449;42.1906
728;36.859;38.6813
729;15.9263;15.5248
730;1.4071;1.2358
731;1.8494;1.0718
732;17.2404;16.8769
733;0.7532;0.9219
734;14.5609;14.7416
735;30.3205;31.2623
736;8.5994;8.5097
737;5.9551;6.2965
738;10.0385;10.1481
739;40.1282;38.7583
740;25.9295;26.3375
741;31.25;30.0981
742;22.7244;24.2823
743;19.8013;21.5308
744;13.0288;13.8453
745;47.1154;46.8016
746;0.8526;0.8525
747;30.3526;30.6656
748;2.6699;2.6025
749;2.9103;1.3851
750;11.5897;11.7983
751;3.9487;4.3101
752;6.3269;6.3859
753;2.8686;3.6003
754;39.359;38.4532
755;0.9936;1.1732
756;19.8013;19.2671
757;1.8686;2.0431
758;24.8077;23.7177
759;7.9167;8.5297
760;22.4327;22.6544
761;5.1282;4.0287
762;38.2051;37.8079
763;24.2308;23.4686
764;35.7051;35.7236
765;19.4423;17.9905
766;26.1538;26.88
767;17.2115;18.0029
768;16.5288;16.6675
769;16.3333;16.5487
770;30.8013;31.8067
771;13.9872;14.7517
772;9.5577;10.0541
773;14.0705;12.6246
774;28.5256;28.5573
775;0.9455;0.9376
776;9.8013;10.3337
777;2.1827;2.2223
778;6.6667;6.988
779;12.3397;11.5571
780;17.1474;18.4284
781;9.5705;10.246
782;37.4038;37.3292
783;1.375;1.5396
784;0.5321;0.4349
785;4.8237;4.8383
786;5.3782;6.0066
787;10.0801;9.8542
788;14.5994;13.9569
789;7.0353;7.4837
790;19.0321;18.9757
791;33.5577;35.5926
792;28.2372;28.1497
793;20.1474;19.1003
794;37.4679;38.0362
795;6.5994;6.5458
796;8.9872;8.3651
797;3.9359;3.9899
798;7.9551;7.1514
799;2.0929;1.1441
800;39.8077;39.2123
801;31.4744;33.141
802;47.1154;46.909
803;27.5962;26.6446
804;8.9038;9.1264
805;24.391;24.3255
806;21.6346;22.5341
807;6.6699;6.3136
808;28.5897;28.3289
809;31.5705;30.8571
810;2.5897;2.7505
811;32.5962;31.8172
812;17.1571;17.5582
813;4.1859;3.9566
814;0.5929;0.9123
815;4.9904;4.8685
816;26.25;26.0158
817;0.1795;0.2812
818;39.1667;38.7992
819;17.8878;17.7781
820;4.8782;4.9925
821;33.0128;32.596
822;23.9744;23.531
823;17.5929;16.6051
824;20.6731;20.872
825;22.8205;23.5091
826;24.359;25.0244
827;4.2083;5.7375
828;5.625;5.857
829;29.7115;28.8317
830;8.9199;9.1092
831;3.0577;3.3228
832;31.9231;30.9018
833;15.4744;16.6023
834;17.1667;17.7409
835;16.016;11.6066
836;4.6795;4.7323
837;28.3333;27.2374
838;0.4071;0.6275
839;21.7917;23.9087
840;34.6795;33.8636
841;35.7372;22.422
842;14.6603;14.9263
843;3.9391;3.1935
844;12.0449;10.4336
845;33.5256;32.9475
846;24.2628;24.2
847;16.0609;15.9003
848;1.9231;2.3249
849;7.7564;7.6864
850;34.5833;35.7482
851;14;14.5473
852;44.1667;44.9817
853;25.7692;24.9361
854;0.6538;0.9162
855;8.484;8.8386
856;25.5449;25.6064
857;11.3782;10.0522
858;22.1026;22.7824
859;0.3109;0.4392
860;10.4263;9.7777
861;30.0641;30.6226
862;22.7564;22.9201
863;30.7372;30.4256
864;5.7756;5.5275
865;41.6987;43.8886
866;33.9103;35.1543
867;11.1987;11.4483
868;4.8814;4.8124
869;4.3462;4.4102
870;22.9808;24.1302
871;48.9103;47.4556
872;7.7724;7.6941
873;0.0962;0.2637
874;3.1058;3.6095
875;1.8846;2.3909
876;17.7981;16.9906
877;1.5545;1.7382
878;20.9167;22.1098
879;14.2083;14.1248
880;10.0801;10.2457
881;26.6667;26.1325
882;43.8462;43.7117
883;18.4135;18.3203
884;29.6154;30.2157
885;29.2628;30.0053
886;12.4199;12.3214
887;25.641;25.412
888;2.0481;1.7198
889;9.2244;9.5012
890;23.3333;23.5079
891;25.2564;25.327
892;37.0833;37.5114
893;18.2788;16.7659
894;25.9936;30.1835
895;26.4423;28.6876
896;30.641;30.6896
897;5.3622;5.1655
898;21.8622;22.1568
899;20.375;17.3346
900;15.1314;15.4807
901;19.8462;20.4287
902;20.2115;19.4659
903;40.1603;39.6428
904;28.6538;28.3377
905;44.1026;43.3215
906;4.5673;4.8829
907;7.4712;7.4034
908;10.6891;10.3103
909;32.8205;32.8682
910;3.4423;3.6806
911;12.1378;12.5618
912;14.4263;15.1779
913;7.0353;6.8466
914;18.6154;18.6133
915;5.5545;4.8897
916;9.2308;9.3956
917;26.4744;26.0864
918;0.4551;0.4402
919;8.4776;8.7343
920;23.8462;24.0715
921;16.9423;18.1202
922;3.3077;3.0088
923;1.7885;2.0959
924;14.5353;12.7055
925;1.0769;1.359
926;39.7115;38.7388
927;34.8718;34.26
928;10.8846;11.7509
929;23.1731;22.5017
930;29.1026;30.1095
931;27.1795;27.2711
932;1.0769;1.2959
933;25.7372;24.8146
934;38.141;39.8904
935;8.9904;9.2214
936;26.1218;25.3495
937;20.6378;20.8903
938;0.4231;0.6162
939;20.4006;20.3553
940;0.4006;0.4159
941;35.7372;34.6266
942;8.8429;8.8213
943;28.4936;28.0208
944;35.1603;35.2954
945;9.6538;10.3089
946;2.3462;3.2115
947;8.2853;8.8339
948;21.6058;21.1786
949;15.6635;14.2359
950;1.5994;1.4451
951;10.8526;11.0506
952;2.1891;3.3214
953;2.9904;4.1646
954;13.5288;13.4221
955;1.5609;1.5921
956;6.5481;7.2031
957;4.1282;4.002
958;14.1891;13.3973
959;5.3718;6.3213
960;20.9391;21.4648
961;5.7244;5.5115
962;14.5769;13.8654
963;42.9167;42.6596
964;9.9167;11.3105
965;3.9776;4.2364
966;24.8718;25.4594
967;11.1346;11.2641
968;16.6667;16.9617
969;16.6763;16.8715
970;0.7981;0.7919
971;1.3718;1.4011
972;8.7115;8.7067
973;24.4872;24.7756
974;29.0064;29.2454
975;21.7083;21.62
976;8.234;8.4975
977;19.9359;20.8394
978;3.3237;3.5133
979;20.3718;19.4163
980;4.9808;5.2076
981;0.6154;0.8109
982;21.7917;22.9456
983;28.5897;28.1016
984;32.7564;31.8501
985;26.2179;25.3573
986;37.9167;39.5648
987;10.4808;10.4976
988;19.2308;20.0967
989;45.0962;44.9602
990;9.0192;9.4555
991;39.0385;38.2483
992;18.4295;19.4884
993;45.2885;46.3254
994;3.3141;3.3086
995;25.3205;25.7403
996;37.5;36.3547
997;13.7885;13.225
998;1.4006;1.7817
999;12.8942;12.9204
1000;28.3654;29.3315
1001;20.0417;20.7362
1002;24.5833;24.7139
1003;2.4423;2.5546
1004;4.4968;3.6158
1005;26.891;26.2698
1006;17.5833;18.1746
1007;11.8237;11.0609
1008;13.8462;14.3065
1009;21.1763;21.1413
1010;18.8974;19.3164
1011;12.0256;13.9082
1012;21.6827;22.5315
1013;2.5449;2.378
1014;34.7756;36.4809
1015;44.9359;44.7277
1016;10.5096;10.3437
1017;14.1987;13.4784
1018;14.484;14.367
1019;31.5385;31.3268
1020;17.8782;19.0186
1021;24.7756;24.1726
1022;38.9103;39.409
1023;11.5449;10.7247
1024;8.7147;10.1764
1025;40.4808;41.6158
1026;14.2949;15.4609
1027;11.9038;12.5446
1028;1.6346;3.3568
1029;25.5449;25.9125
1030;16.8782;16.512
1031;8.6506;8.9321
1032;2.6026;2.9392
1033;10.9455;12.7741
1034;16.0513;16.1127
1035;3.5929;3.8652
1036;19.4679;20.003
1037;2.0064;2.3123
1038;31.859;31.9594
1039;26.7308;27.3443
1040;39.4551;37.8362
1041;13.1923;14.6791
1042;21.2244;21.9551
1043;31.859;31.2683
1044;21.8109;23.4072
1045;23.6859;24.5341
1046;0.5064;0.912
1047;13.6538;11.9677
1048;12.0353;12.1023
1049;27.8846;27.7098
1050;4.9199;4.6751
1051;23.5897;24.7768
1052;29.1026;29.5788
1053;20.2147;19.7156
1054;13.6026;14.3315
1055;1.2885;1.7497
1056;8.1154;7.7482
1057;25.6731;24.6908
1058;17.3013;16.9107
1059;25.8333;25.7703
1060;4.9231;4.9383
1061;34.1667;33.4448
1062;5.0577;5.6631
1063;12.1346;9.8176
1064;19.1346;18.9592
1065;12.8654;12.1306
1066;7.7147;7.4922
1067;2.1827;1.6713
1068;7.2147;6.6017
1069;0.2372;0.2238
1070;26.1218;24.8076
1071;27.0192;27.029
1072;1.2372;1.5946
1073;25.7372;24.9226
1074;39.3269;40.1074
1075;9.1955;8.7719
1076;22.5641;22.6263
1077;33.3333;34.9107
1078;11.6442;11.4888
1079;14.7596;14.4313
1080;25.7692;26.9249
1081;39.1346;35.822
1082;41.9872;45.1743
1083;0.0801;0.3464
1084;22.6282;22.7119
1085;7.7179;8.7248
1086;27.3718;27.9431
1087;8.5897;9.2713
1088;6.5385;6.1652
1089;24.359;25.7782
1090;5.6474;6.4478
1091;24.1026;24.2471
1092;6.5801;7.0406
1093;25.0321;25.7858
1094;9.9776;10.1597
1095;1.7949;2.1841
1096;20.3301;24.105
1097;11.6026;13.2135
1098;37.6603;36.6269
1099;27.3397;26.3445
1100;34.3269;34.7796
1101;5.7051;5.797
1102;22.6923;21.8709
1103;2.1891;2.3405
1104;6.5609;7.8291
1105;44.2308;26.9198
1106;5.2628;5.3586
1107;1.125;1.2893
1108;0.4679;1.0315
1109;22.9167;22.3538
1110;4.3365;5.0567
1111;5.6859;6.0386
1112;27.8846;27.1374
1113;45.641;45.483
1114;35.8974;35.4128
1115;17.1314;17.5591
1116;3.8205;3.9195
1117;15.2115;14.8701
1118;8.4872;8.5242
1119;30.8654;31.5608
1120;37.5641;34.4667
1121;1.5321;1.8612
1122;0.7853;1.2345
1123;37.5641;36.6861
1124;19.9712;20.2913
1125;28.3654;28.2942
1126;30.9615;31.6689
1127;0.875;1.1415
1128;25.4167;25.6673
1129;5.1763;5.5442
1130;46.0256;46.4238
1131;12.8558;13.1429
1132;5.4295;5.0899
1133;10.4551;10.2866
1134;4.9872;4.8336
1135;41.9872;41.2585
1136;11.766;11.4483
1137;1.8141;2.0764
1138;3.0833;2.7842
1139;27.4038;27.6464
1140;29.5833;29.2197
1141;0.9936;1.0752
1142;8.984;8.1604
1143;42.6923;42.6296
1144;13.0449;12.6009
1145;14.1667;13.58
1146;42.4679;41.7016
1147;43.109;42.5526
1148;17.5385;17.4959
1149;19.141;18.2956
1150;0.3109;0.84
1151;3.8205;4.7487
1152;42.4359;40.7624
1153;7.4391;6.5432
1154;16.3494;17.4422
1155;20.5705;19.2547
1156;24.8077;24.8873
1157;1.266;1.3178
1158;1.5673;1.302
1159;36.6026;36.3099
1160;16.0897;15.4426
1161;0.1987;0.3805
1162;0.625;1.4679
1163;17.6827;17.5904
1164;22.1378;22.3621
1165;14.5705;15.7579
1166;6.266;5.5948
1167;19.3622;20.354
1168;43.5897;42.9098
1169;8.0256;7.89
1170;19.2788;19.5436
1171;1.9199;2.1079
1172;9.2372;5.9236
1173;26.9231;26.7372
1174;29.1987;28.8829
1175;1.2244;1.0677
1176;3.6442;4.3221
1177;7.5769;7.6615
1178;1.6026;1.9589
1179;33.3333;37.1891
1180;29.2949;30.2123
1181;10.2404;7.9219
1182;12.7981;11.2324
1183;24.4231;24.4342
1184;18.4167;12.4846
1185;28.5897;28.3446
1186;27.8846;27.8101
1187;20.8814;21.3011
1188;2.3718;2.4845
1189;1.3013;1.5341
1190;5.4968;5.6096
1191;1.1346;1.4247
1192;19.734;20.0332
1193;7.2179;7.1653
1194;7.1635;7.0963
1195;16.8974;16.5592
1196;7.3942;9.5777
1197;10.3333;10.637
1198;8.1987;7.3156
1199;34.5513;33.7123
1200;1.4263;1.7342
1201;5.7436;5.7093
1202;37.1474;38.108
1203;34.2628;34.7667
1204;13.9712;14.7899
1205;28.141;27.0936
1206;16.359;17.0596
1207;1.1987;0.9395
1208;3.1667;3.2146
1209;1.6667;2.0438
1210;40.4808;39.929
1211;28.2051;27.6001
1212;22.6923;23.2764
1213;12.859;13.8164
1214;3.2821;3.0847
1215;7.391;8.0086
1216;30.0962;28.9999
1217;36.5705;36.742
1218;28.6218;29.9365
1219;8.391;8.5194
1220;7.7083;8.9323
1221;3.6506;3.3558
1222;35.0962;35.3418
1223;0.6667;0.5163
1224;31.9872;32.2927
1225;9.3654;10.0183
1226;5.9519;5.7875
1227;31.1859;28.5604
1228;15.266;15.1315
1229;16.1378;15.4716
1230;8.8333;8.8858
1231;0.7692;0.8526
1232;3.109;2.488
1233;7.0994;7.0698
1234;26.1218;25.3236
1235;10.3686;11.097
1236;22.1154;22.0096
1237;7.7756;7.278
1238;6;5.4728
1239;2.5128;2.577
1240;17.5994;17.6577
1241;4.4904;4.3968
1242;18.9519;18.1227
1243;0.9936;0.776
1244;1.4327;1.4456
1245;14.3365;14.7351
1246;36.7628;38.4139
1247;47.9808;48.1179
1248;24.359;25.2379
1249;2.4551;2.7585
1250;44.8718;45.6511
1251;19.3173;19.6791
1252;19.9936;19.5721
1253;22.8846;22.3051
1254;25.0962;25.2785
1255;32.7564;33.8756
1256;5.6923;5.2328
1257;7.3365;6.7436
1258;16.7564;17.2317
1259;3.9647;3.8275
1260;2.1571;1.1481
1261;37.5962;36.9809
1262;26.4103;26.5848
1263;19.4038;19.4028
1264;2.6731;2.5454
1265;10.5353;10.0082
1266;1.8237;2.1231
1267;2.4231;2.3059
1268;21.0417;21.335
1269;2.7756;2.9428
1270;36.9872;37.4618
1271;26.5064;26.7585
1272;22.375;13.6441
1273;22.5641;23.4354
1274;14.391;13.1964
1275;4.9519;4.6738
1276;2.8077;2.5587
1277;38.4615;38.7218
1278;30.2885;29.1129
1279;19.6987;20.8781
1280;4.8974;5.622
1281;2.4103;3.0374
1282;43.8782;43.1652
1283;26.9872;26.5667
1284;41.1218;43.0439
1285;19.7981;19.9821
1286;2.3526;2.7018
1287;22.0609;25.2391
1288;43.4615;43.9691
1289;6.7019;6.4961
1290;20.1699;20.8963
1291;20.0705;19.7021
1292;28.4936;28.7771
1293;15.5449;15.4713
1294;25.7372;25.6827
1295;34.6795;37.4647
1296;24.1987;21.7114
1297;10.7468;12.015
1298;13.9231;14.4465
1299;27.2115;30.3318
1300;42.5641;43.1762
1301;27.1795;28.9112
1302;17.6571;18.5828
1303;6.7949;6.2315
1304;33.2372;31.6814
1305;20.5769;19.873
1306;30.8333;30.1905
1307;24.391;22.9331
1308;26.6346;26.9158
1309;3.7244;4.525
1310;4.1442;4.1241
1311;5.9936;6.0384
1312;21.3397;21.6735
1313;3.0609;3.1644
1314;6.1795;6.2284
1315;4.3205;4.6984
1316;13.4199;13.1715
1317;25.3205;25.0115
1318;20.6154;20.4612
1319;33.0128;33.3471
1320;1.5353;1.1365
1321;0.8526;0.775
1322;41.2179;39.2645
1323;13.0994;13.7205
1324;6.8333;6.8039
1325;5.4808;5.4244
1326;21.2372;20.0813
1327;0.5417;0.4429
1328;12.9263;13.1933
1329;6.2596;5.7808
1330;2.2019;2.5185
1331;31.3141;32.1561
1332;38.5256;37.0347
1333;28.5577;29.0756
1334;4.9615;4.989
1335;25.1923;23.0313
1336;1.2244;1.4507
1337;10.3365;8.7907
1338;2.5545;2.0444
1339;19.7115;19.5172
1340;16.3878;16.5587
1341;10.0481;10.3966
1342;29.6795;29.3617
1343;1.1122;0.8094
1344;24.3269;24.9434
1345;32.3077;31.7286
1346;30.3846;30.7871
1347;41.6026;41.665
1348;40.9615;42.6485
1349;0.5256;1.0212
1350;14.5897;15.6064
1351;13.7532;12.9206
1352;32.2756;30.8253
1353;1.3558;1.6044
1354;1.5032;1.5034
1355;2.8558;3.1681
1356;1.9167;2.2514
1357;10.4359;10.9991
1358;10.016;9.4194
1359;27.9167;27.9104
1360;22.9167;22.7319
1361;6.6603;5.8419
1362;2.2147;2.7494
1363;16.9199;16.7814
1364;25.0641;26.2106
1365;14.6987;14.2906
1366;44.8397;42.6742
1367;12.2821;13.1567
1368;3.8397;4.4601
1369;0.5705;0.5568
1370;26.0577;26.5033
1371;6.5897;7.3599
1372;18.9615;18.8388
1373;17.6538;17.1655
1374;0.5385;1.0529
1375;39.6795;39.0516
1376;2.0769;1.4407
1377;7.0032;6.8272
1378;0.7628;0.3985
1379;14.3333;14.513
1380;26.6987;26.9748
1381;12.8269;13.0964
1382;2.2628;2.4802
1383;10.5769;11.3049
1384;33.7821;32.5091
1385;7.3654;7.0655
1386;45.1282;44.5059
1387;26.1859;28.1081
1388;7.3301;7.1528
1389;28.5256;30.1778
1390;8.1667;8.1666
1391;4.4231;4.3714
1392;11.5737;11.6455
1393;11.2949;11.4137
1394;36.4423;37.693
1395;7.5865;7.9183
1396;22.7244;23.9033
1397;42.3718;41.6915
1398;26.1538;25.8446
1399;16.4904;15.2591
1400;15.9519;16.2695
1401;15.4263;12.8324
1402;14.0929;14.0446
1403;36.4423;36.6493
1404;15.7051;15.4015
1405;16.984;16.7173
1406;31.7628;31.3433
1407;4.9327;4.3484
1408;26.1538;25.6524
1409;25.0641;26.06
1410;8.6346;9.3047
1411;15.1442;15.3474
1412;19.9904;19.2386
1413;40.0962;39.3563
1414;26.9231;29.0592
1415;4.2083;3.9882
1416;22.6923;22.4946
1417;11.0833;10.505
1418;22.2981;22.8594
1419;29.0705;27.8201
1420;7.8686;8.0972
1421;15.9647;17.0493
1422;29.9679;29.4426
1423;7.5994;7.5644
1424;8.4872;8.7392
1425;4.9103;4.8373
1426;3.7628;3.6588
1427;0.2404;0.3236
1428;6.1987;6.7469
1429;18.2212;17.6798
1430;25.3205;24.8301
1431;17.1667;16.1346
1432;19.0096;18.1014
1433;41.9551;40.1638
1434;12.3622;12.9372
1435;12.141;13.3912
1436;24.8718;24.3714
1437;34.5513;33.5927
1438;7.375;7.5649
1439;16.3782;15.8522
1440;1.7179;1.9444
1441;17.7372;17.5104
1442;30.3205;29.109
1443;15.5833;15.6093
1444;34.0385;33.6153
1445;6.0224;6.1562
1446;32.1474;30.5124
1447;23.3333;22.4534
1448;3.9263;3.8971
1449;1.0705;1.524
1450;18.9199;19.2892
1451;21.9583;20.3119
1452;2.0545;1.9156
1453;29.0385;29.1763
1454;40.641;41.2127
1455;6.1378;6.1207
1456;47.4359;47.4676
1457;51.1859;50.6798
1458;7.2692;5.9546
1459;0.8397;0.4593
1460;12.1186;11.981
1461;14.0192;14.5149
1462;15.5609;15.4561
1463;22.5321;23.3472
1464;5.3365;5.2572
1465;10.3173;10.4489
1466;29.8718;29.6538
1467;15.6058;15.1252
1468;46.8269;47.2869
1469;23.1731;22.4889
1470;42.1474;41.1818
1471;0.3942;0.6537
1472;29.0385;28.6019
1473;1.1154;0.9575
1474;33.8782;33.733
1475;26.5705;25.6832
1476;7.0705;7.5404
1477;9.9391;10.557
1478;24.1667;22.5289
1479;7.6571;7.1433
1480;14.3333;14.1723
1481;4.9391;5.1324
1482;27.6603;26.7292
1483;26.6346;27.0212
1484;10.4615;10.6338
1485;21.6667;22.6207
1486;31.6026;30.7283
1487;18.0833;18.7066
1488;4.2308;4.1464
1489;0.9551;1.4381
1490;2.3494;2.4745
1491;35.5769;34.6629
1492;20.8782;20.9719
1493;37.7564;37.5612
1494;4.1538;6.4735
1495;1.9391;2.248
1496;34.359;33.9531
1497;50.8654;45.407
1498;11.8269;11.5585
1499;3.2596;3.2686
1500;31.5705;31.6283
1501;27.4038;25.8561
1502;12.2436;13.0843
1503;4.7083;4.7827
1504;8.1314;8.4909
1505;20.8654;21.992
1506;39.8077;39.412
1507;1.0321;1.3645
1508;29.9359;29.5782
1509;20.8045;20.6934
1510;27.3718;26.9935
1511;23.8462;24.0396
1512;9.2115;9.198
1513;16.8942;15.8154
1514;7.3237;7.2665
1515;28.3333;28.852
1516;14.7853;14.5583
1517;15.0865;15.335
1518;4.0609;2.2147
1519;9.3045;9.3561
1520;22.5;23.8255
1521;6.875;6.4248
1522;35.1603;36.0908
1523;21.9071;21.6301
1524;33.6218;33.4381
1525;2.984;3.1326
1526;33.8462;34.8601
1527;18.7596;19.9419
1528;43.4615;44.2601
1529;9.9551;10.8233
1530;14.0064;14.1723
1531;3.6987;3.4827
1532;42.5962;41.0965
1533;11.8622;7.4791
1534;13.5321;13.1633
1535;33.8141;33.2699
1536;5.2372;4.6852
1537;20.1763;17.8844
1538;0.4135;0.656
1539;24.9038;25.1541
1540;27.9167;27.4717
1541;1.1923;0.7242
1542;38.5897;37.7038
1543;26.859;26.1441
1544;31.2821;32.1529
1545;15.5128;17.841
1546;2.4295;2.2799
1547;8.3045;7.0106
1548;5.0609;5.1427
1549;1.4327;1.5655
1550;9.4359;9.7775
1551;19.1442;19.3556
1552;21.109;21.3491
1553;34.2949;33.7247
1554;5.9519;7.0549
1555;23.2051;22.5643
1556;8.2468;7.6129
1557;4.2083;4.4848
1558;11.5833;12.2077
1559;23.109;21.5149
1560;8.984;10.2276
1561;32.2115;32.3757
1562;26.7949;26.1352
1563;47.3718;46.0876
1564;4.4936;5.3315
1565;13.0224;13.3469
1566;11.8205;11.0697
1567;11.4647;11.699
1568;22.9167;23.7104
1569;38.2372;38.9125
1570;45.1282;44.78
1571;11.8814;12.3553
1572;24.1667;23.4826
1573;26.6026;27.2751
1574;1.8942;1.3116
1575;5.484;5.7882
1576;45.8654;46.3656
1577;15.4295;15.7197
1578;4.6474;5.2782
1579;12.5705;13.1025
1580;25.9936;25.2349
1581;12.359;14.861
1582;3.6506;2.6233
1583;4.3622;4.666
1584;0.4872;0.8563
1585;1.7724;2.0086
1586;0.2917;0.2347
1587;41.3141;41.9569
1588;5.0096;5.1246
1589;10.0865;10.1183
1590;15.1282;13.8811
1591;10.9038;11.305
1592;34.0705;34.3624
1593;41.5064;42.1193
1594;29.359;29.5133
1595;9.6154;9.8
1596;23.4295;24.0546
1597;17.3718;14.3006
1598;2.5865;2.6376
1599;5.1538;4.8295
1600;21.5801;21.9675
1601;24.2949;24.5612
1602;5.8558;6.3347
1603;43.109;42.2928
1604;7.9038;8.1346
1605;0.7788;0.8013
1606;28.7179;27.5886
1607;6.9872;7.8667
1608;6.9615;7.9258
1609;40.4487;41.2343
1610;23.2372;23.4781
1611;3.7051;3.4625
1612;7.9744;8.356
1613;6.2468;4.2071
1614;30.5449;30.4541
1615;7.6346;7.3296
1616;11.7436;13.4127
1617;13.5833;13.6391
1618;14.2596;15.3196
1619;15.6603;16.168
1620;47.7885;46.2776
1621;7.7212;7.9485
1622;34.9359;34.8978
1623;0.4872;0.4364
1624;9.7276;8.9993
1625;29.5513;28.1761
1626;13.5962;12.5063
1627;28.6218;28.224
1628;39.8718;38.4446
1629;8.1571;7.7474
1630;6.1282;6.0812
1631;38.8782;38.3574
1632;28.0128;28.5733
1633;7.6891;8.8173
1634;12.516;16.1068
1635;1.3526;0.8567
1636;0.6859;20.289
1637;9.1827;8.6642
1638;44.0705;44.5068
1639;1.1635;1.3462
1640;30.1603;30.3989
1641;2.3013;2.5618
1642;7.0962;7.549
1643;0.4327;0.6295
1644;27.0833;25.2947
1645;23.9423;25.0553
1646;34.8718;33.9933
1647;16.1442;12.6328
1648;22.3846;19.5261
1649;21.7949;21.5341
1650;14.4263;13.7436
1651;0.734;0.4843
1652;14.0224;14.0552
1653;23.9744;23.4635
1654;18.3013;18.4464
1655;23.4295;23.5065
1656;3.6731;2.6891
1657;36.4744;36.6218
1658;38.9423;38.4614
1659;17.0417;15.5913
1660;13.609;13.4758
1661;5.7949;7.3649
1662;21.3942;20.741
1663;19.4487;22.8945
1664;0.1891;0.7203
1665;8.3173;8.2719
1666;4.7532;5.1542
1667;38.141;38.0322
1668;9.9519;11.3271
1669;31.8269;31.5325
1670;0.4519;0.4125
1671;1.7596;2.2737
1672;37.2436;35.8265
1673;1.6282;1.1315
1674;6.3846;6.6567
1675;10.1154;9.8233
1676;26.1859;26.5193
1677;46.7628;46.3796
1678;4.1955;4.096
1679;27.4038;28.4788
1680;15.1603;15.3124
1681;26.3141;26.7062
1682;1.5385;1.0333
1683;18.0256;18.218
1684;30.5449;30.5192
1685;13.2372;13.3933
1686;31.5385;30.827
1687;4.4103;4.2763
1688;3.9647;4.5014
1689;20.0449;20.0938
1690;1.625;1.9164
1691;8.5705;9.2765
1692;29.1346;29.0098
1693;30.0641;28.6559
1694;3.4006;3.2635
1695;14.2212;9.4897
1696;22.3173;25.5449
1697;10.3205;10.3743
1698;18.1154;18.1688
1699;0.9519;1.2502
1700;1.7724;1.3123
1701;30.1603;29.5002
1702;9.0801;9.7839
1703;4.5865;3.6449
1704;42.7244;42.4325
1705;14.641;14.9596
1706;15.7115;16.5655
1707;38.3013;37.5689
1708;2.3494;2.0968
1709;17.8942;18.4517
1710;0.3269;0.707
1711;28.8782;29.6836
1712;10.859;10.94
1713;6.6699;7.1964
1714;0.734;0.9776
1715;29.7756;29.4176
1716;2.8558;2.8888
1717;16.1218;16.3157
1718;28.4936;27.9717
1719;25.3526;24.4839
1720;25.9615;25.7386
1721;9.9712;9.9406
1722;1.234;1.2737
1723;35.2564;34.1248
1724;4.4647;3.0553
1725;2.1314;2.277
1726;12.5096;12.3166
1727;10.7404;10.127
1728;18.734;18.3745
1729;0.4071;0.5635
1730;3.5577;3.6849
1731;24.391;24.7056
1732;18.5577;18.8139
1733;42.8526;44.4692
1734;9.3301;9.9848
1735;40.0321;40.1638
1736;6.1955;6.0408
1737;34.8397;33.2684
1738;1.5128;1.8436
1739;10.1538;9.7021
1740;18.2917;19.046
1741;14.4808;14.7815
1742;3.4135;3.7735
1743;41.4423;40.0083
1744;6.8365;6.3317
1745;1.4744;1.8195
1746;17.4199;16.5811
1747;19.4615;19.6105
1748;16.7468;16.7036
1749;14.9199;19.7574
1750;15.9679;16.5595
1751;20.9712;21.6591
1752;5.8269;5.4838
1753;23.75;23.6572
1754;37.1795;36.9029
1755;17.6635;17.5837
1756;3.5801;3.3057
1757;39.7756;39.4507
1758;24.0064;24.0892
1759;21.6474;20.7916
1760;1.6122;0.7981
1761;42.7885;42.777
1762;10.609;10.9714
1763;3.9199;4.233
1764;23.5256;23.0003
1765;15.1058;15.3688
1766;31.9231;30.6421
1767;27.2436;22.759
1768;18.7949;17.9005
1769;1.5064;1.8896
1770;17.5962;17.4334
1771;12.9423;12.6915
1772;13.125;14.059
1773;13.609;13.0165
1774;26.0256;24.9361
1775;11.6987;12.3664
1776;10.0353;10.0559
1777;38.4295;38.0872
1778;32.2115;31.8553
1779;4.1731;4.4299
1780;25.0641;22.9735
1781;7.9071;8.5067
1782;30.7372;30.0092
1783;8.6122;7.9097
1784;26.6667;24.0646
1785;18.8622;19.2736
1786;15.7404;14.3662
1787;1.2436;1.4638
1788;29.9038;30.2821
1789;23.5897;23.7057
1790;20.6474;19.083
1791;3.375;2.9556
1792;8.0481;7.8276
1793;14.1827;14.4722
1794;36.2179;35.1246
1795;32.2436;31.9994
1796;22.3045;21.4331
1797;39.0385;39.7499
1798;16.4167;16.9398
1799;1.5833;1.9786
