ORDEM;MEDIDO;ESTIMADO
3561;73.8073;72.5468291
3562;66.5596;66.08770435
3563;267.07425;246.990139
3564;23.3486;20.8775348
3565;17.6147;19.2097335
3566;155.5876;168.4624799
3567;119.4495;118.841437
3568;88.8991;87.66887297
3569;262.156;259.2645081
3570;68.8991;69.90394929
3571;22.447;22.30374486
3572;37.0183;33.76866222
3573;218.3028;220.0897848
3574;377.26403;379.8145858
3575;4.2661;3.057243795
3576;114.1743;116.2299741
3577;338.24658;339.3461119
3578;19.1743;21.3608807
3579;464.6789;456.3249278
3580;138.6697;130.3899877
3581;18.945;20.88156071
3582;24.4954;23.66748654
3583;423.8532;404.7955359
3584;249.3578;247.891702
3585;145.27934;142.8002553
3586;46.055;44.2113412
3587;14.2991;17.8801803
3588;9.4954;12.32385036
3589;101.9268;111.3782691
3590;236.3761;238.9304964
3591;509.1743;513.9522066
3592;64.7248;60.77590404
3593;478.08092;494.6273526
3594;135.1638;145.2125356
3595;56.5138;57.70757539
3596;353.5646;355.3738134
3597;29.4495;31.51034252
3598;330.2752;333.7762938
3599;417.8899;427.2683014
3600;38.1651;37.90919406
3601;273.5321;266.3485293
3602;45.0459;45.43073231
3603;57.7064;53.88562918
3604;7.1101;6.469246544
3605;124.3119;114.7009528
3606;175.0917;170.0833538
3607;13.58376;13.89766915
3608;261.36798;264.4719106
3609;146.055;146.3366051
3610;282.27356;278.2152266
3611;27.6147;31.87677308
3612;106.2844;99.96685306
3613;191.0092;191.3449153
3614;194.6789;196.448655
3615;168.97877;156.2212467
3616;10.30827;9.647381373
3617;194.8165;209.0606641
3618;284.4495;293.9144247
3619;298.77702;292.0157315
3620;33.7615;24.61307439
3621;72.0642;67.10589293
3622;263.5321;265.6508848
3623;20;13.55380937
3624;111.2385;117.055584
3625;286.2844;289.9549157
3626;343.1193;344.3147188
3627;6.96141;9.252247318
3628;236.4679;238.0370552
3629;261.422;268.441174
3630;28.4404;28.31024896
3631;45.2294;45.12429588
3632;335.3211;338.1433316
3633;409.78359;406.4382174
3634;38.0275;37.58223219
3635;477.6493;462.2630473
3636;361.2717;362.5055261
3637;143.211;137.655617
3638;229.0826;229.0116622
3639;5.0917;4.793345096
3640;181.1927;178.5315855
3641;254.9541;259.0795953
3642;68.4862;67.85876299
3643;30.6422;31.93122566
3644;10.1835;11.97091784
3645;251.9266;265.5310198
3646;24.0826;26.47598018
3647;13.1193;8.247265781
3648;303.75723;318.0608286
3649;290.4128;293.3533679
3650;398.7476;395.0972459
3651;383.06679;367.3738273
3652;163.1193;162.2391041
3653;323.8532;338.9748206
3654;20.61654;22.15365194
3655;47.0642;69.99125771
3656;282.2936;278.3504589
3657;69.8165;77.14425002
3658;36.70525;35.7036633
3659;76.1927;71.00113296
3660;57.9358;58.16577136
3661;269.3119;258.4603807
3662;314.0826;312.6079808
3663;436.2385;432.9721841
3664;57.19655;54.25738022
3665;150.7798;139.0317927
3666;133.1193;131.6907951
3667;300.09639;320.9604521
3668;74.0367;75.81626194
3669;206.06936;213.5780293
3670;76.8349;73.19409363
3671;26.34052;34.24843488
3672;336.6972;337.0752517
3673;92.4312;84.99521481
3674;207.9816;195.5644701
3675;454.33522;455.07973
3676;232.0642;233.9724567
3677;49.3256;48.75869061
3678;150.70556;161.1463559
3679;310.6422;303.6171698
3680;330.19754;325.408647
3681;118.7615;122.9190631
3682;257.0642;256.040898
3683;243.0734;233.5035677
3684;316.18496;330.7056275
3685;157.1101;156.4126962
3686;475.72906;466.8518136
3687;296.8807;293.242954
3688;13.7765;11.54810193
3689;196.2428;165.9939371
3690;317.052;307.5799229
3691;25.0459;26.29564166
3692;25.3211;28.26100796
3693;343.1193;341.665551
3694;251.1468;257.710392
3695;447.31893;443.5317764
3696;225.8716;232.1533124
3697;431.1927;425.9217908
3698;78.0275;78.037842
3699;483.4862;482.9734972
3700;207.6605;203.1259309
3701;303.7156;299.4602018
3702;273.5321;263.7582029
3703;259.8165;256.1523711
3704;203.3028;209.2580683
3705;155.59736;160.3555379
3706;20.8257;28.12703456
3707;5.9174;10.35713725
3708;250.4128;307.7439967
3709;214.3578;216.1429269
3710;136.8349;127.5084027
3711;212.9358;211.769592
3712;88.8073;85.8007106
3713;5.08;6.210374667
3714;453.211;450.4738005
3715;28.8991;31.99187434
3716;68.1118;80.50335982
3717;319.3119;316.4316822
3718;11.57096;14.37878746
3719;189.1284;182.4561361
3720;432.1101;441.3834429
3721;262.18245;264.4213951
3722;108.1193;110.2056578
3723;51.2385;50.49813434
3724;45.43738;39.59300261
3725;40.8257;29.03834227
3726;251.3488;250.4496971
3727;379.2098;383.0402608
3728;307.0642;307.9253469
3729;20.9174;16.05013291
3730;19.1284;14.73876637
3731;422.0183;418.0362015
3732;432.36991;406.0245416
3733;5.9174;5.36025873
3734;23.6239;28.69410044
3735;246.8349;244.9283552
3736;39.7706;67.48249812
3737;10.91257;12.53104723
3738;228.5321;231.7637189
3739;153.27554;138.9313563
3740;310.5046;316.734984
3741;88.0734;89.35403942
3742;41.6514;40.17749312
3743;11.1009;9.974767788
3744;344.02702;329.3806542
3745;71.1927;66.54611998
3746;59.8165;62.25854694
3747;14.6789;10.23669768
3748;241.6055;240.5406119
3749;270.5505;269.986979
3750;303.2569;303.6945188
3751;117.49767;114.8366154
3752;330.85607;312.6773199
3753;225.4128;220.3240538
3754;390.8257;389.9446063
3755;139.7706;135.4345293
3756;17.3394;10.19769133
3757;50.5963;54.73674174
3758;41.9266;39.37430581
3759;272.7523;274.1834194
3760;93.578;88.71165164
3761;165.2752;170.5200063
3762;45.15527;42.12212291
3763;250.48163;233.65779
3764;175.5046;169.4871656
3765;347.2477;332.3172641
3766;147.4312;143.9517384
3767;127.4771;133.3104384
3768;232.2018;228.1099272
3769;92.8899;86.3999077
3770;338.5321;331.6999742
3771;359.633;351.9270531
3772;29.1743;29.71675049
3773;439.4495;438.4509917
3774;483.0275;522.4436382
3775;311.07905;309.5574187
3776;49.48258;40.89540182
3777;297.3853;292.3937945
3778;34.8624;36.02265688
3779;11.5138;6.027154511
3780;6.1009;8.567769291
3781;105.367;101.0245182
3782;3.38667;6.473404302
3783;133.8991;137.8593215
3784;18.6239;21.04338819
3785;67.844;68.10179072
3786;491.2844;499.1129134
3787;242.156;249.8293819
3788;307.8899;313.4842725
3789;53.71585;45.03776437
3790;264.93252;266.0135783
3791;278.0734;281.1951744
3792;51.789;48.3317208
3793;7.9817;12.77769686
3794;283.0734;283.6659334
3795;3.578;7.044576939
3796;372.9358;378.5543156
3797;100;96.74051509
3798;68.8532;69.61312097
3799;323.3945;329.6024845
3800;49.5413;48.77620432
3801;103.3486;99.67114659
3802;28.6239;26.2066031
3803;218.3486;235.1102187
3804;110.8257;107.243464
3805;422.0183;421.1635244
3806;131.055;132.2608679
3807;275.6262;282.1422738
3808;46.0092;46.66252464
3809;88.3486;85.37641533
3810;175.6422;183.5135111
3811;181.3303;177.3259269
3812;72.9817;78.51505897
3813;183.8532;186.7669922
3814;258.9908;252.4940352
3815;257.4312;262.2244834
3816;430.2752;424.4841418
3817;271.8349;264.8031383
3818;329.8165;321.2986079
3819;75.2752;77.40667833
3820;100.4587;87.61390624
3821;6.96141;5.679985108
3822;22.5229;21.68481965
3823;272.2477;286.4647506
3824;213.3486;210.2405066
3825;123.3945;125.1071316
3826;56.055;58.46082934
3827;59.7706;62.09231087
3828;122.2018;121.4757213
3829;48.74764;49.67694653
3830;92.2477;90.63938491
3831;383.63128;421.9018929
3832;350;346.3341039
3833;321.5596;319.2817537
3834;156.2844;151.0953083
3835;38.63197;42.91806931
3836;63.8728;66.08851707
3837;486.2385;494.0309952
3838;21.7431;21.07339604
3839;173.1651;166.3912181
3840;393.22666;391.5397773
3841;88.0734;80.0965393
3842;14.1284;14.32560635
3843;268.8532;262.5209057
3844;127.2936;128.5365433
3845;101.4679;95.69823715
3846;266.5138;272.7270556
3847;12.3394;12.88371161
3848;122.3394;117.3603755
3849;26.2844;28.4075137
3850;331.1927;334.8728783
3851;232.9358;234.4259132
3852;426.1468;433.76344
3853;546.56633;499.4031662
3854;18.3486;11.12089745
3855;259.9541;267.1272048
3856;329.9615;334.768061
3857;168.2569;172.2357521
3858;140.9633;146.3706996
3859;366.055;356.4313365
3860;88.4862;89.51761009
3861;85.8257;87.34836277
3862;22.4312;23.5879473
3863;231.79674;217.3044597
3864;443.1193;445.8202486
3865;204.5413;204.8158567
3866;160.6881;158.5537626
3867;301.59919;313.970568
3868;25.6422;25.6298519
3869;71.3761;73.68942035
3870;38.7156;40.26776165
3871;314.1284;312.1904467
3872;464.6789;473.8376826
3873;132.2477;124.6081549
3874;108.4404;109.402666
3875;7.7064;10.15306468
3876;83.9908;87.86764976
3877;312.7523;318.8973039
3878;30.0459;19.86814112
3879;158.13729;172.1363032
3880;8.1193;11.14776231
3881;109.63396;100.6805363
3882;371.96537;373.4350405
3883;88.3028;91.68151987
3884;58.8532;51.34849477
3885;238.9908;237.4258339
3886;95.2794;84.5001138
3887;223.8073;231.3268425
3888;395.5684;377.4004315
3889;268.0275;258.1372476
3890;439.88706;416.3040213
3891;327.9816;326.3690312
3892;162.0183;166.7656915
3893;70.4587;70.15200821
3894;94.8165;95.62209627
3895;134.1743;141.7829698
3896;258.6239;251.2048638
3897;501.97554;484.5033249
3898;115.3211;119.8753716
3899;74.9083;69.89486639
3900;388.89936;397.0435499
3901;232.17729;235.2616575
3902;283.211;280.1022223
3903;48.578;48.81273316
3904;60.7798;60.28315683
3905;104.1284;102.7199195
3906;4.3119;6.594097131
3907;66.9266;60.71837716
3908;253.75726;271.3959122
3909;97.2018;84.90996085
3910;115.5505;116.2112142
3911;361.4679;357.5532053
3912;359.633;370.5769234
3913;184.6789;180.225006
3914;26.4679;13.54262595
3915;62.7064;62.82614537
3916;47.2062;38.10841609
3917;212.5688;214.3331162
3918;22.736;16.72745551
3919;81.7431;81.71098543
3920;297.8899;312.5352497
3921;301.055;297.7867984
3922;314.7248;306.3286911
3923;301.5138;293.8967611
3924;338.94632;330.0818757
3925;202.9816;205.2215613
3926;570.6422;544.3762921
3927;225.6422;215.4609186
3928;72.8324;77.61580428
3929;204.5279;193.2999791
3930;425.2294;424.6495197
3931;82.3853;80.30118743
3932;12.7982;17.07380919
3933;210.9174;210.3027067
3934;302.0183;297.0056785
3935;27.2936;25.12730273
3936;206.4679;213.5817011
3937;155.0917;150.1438772
3938;42.2936;39.17529276
3939;47.0183;45.16526433
3940;129.633;130.3176994
3941;286.1009;268.8164058
3942;1.1927;5.740354918
3943;3.6697;5.762325918
3944;284.9083;285.0712521
3945;487.30002;494.9956732
3946;12.5688;8.590908467
3947;162.156;163.3714921
3948;9.5376;7.238264837
3949;212.5241;217.8608977
3950;152.9358;146.3013116
3951;4.0826;7.830891429
3952;49.9541;51.96793934
3953;2.1101;4.786705421
3954;172.6605;170.370863
3955;8.0734;6.634491288
3956;74.6789;77.76577635
3957;147.3025;155.2369924
3958;183.0734;187.0064794
3959;426.6055;424.5572123
3960;18.4404;18.83188707
3961;355.5046;339.2926579
3962;121.055;111.511245
3963;211.2385;201.3189265
3964;90.8749;87.25650999
3965;146.94261;141.7255202
3966;304.5413;299.3448916
3967;91.90971;92.92249913
3968;207.6605;222.5419918
3969;342.6605;346.9031713
3970;467.4312;464.9949292
3971;141.1468;137.7189537
3972;2.5229;1.341586144
3973;246.1468;250.8781063
3974;277.4771;269.4098193
3975;28.0734;62.84628416
3976;16.7431;16.19065685
3977;305.73843;309.1348929
3978;365.1376;348.6439817
3979;282.3394;279.1958246
3980;62.65284;58.38868606
3981;455.5046;467.7884218
3982;26.0092;26.53205298
3983;37.3853;35.3067989
3984;355.9633;344.8959599
3985;321.1009;331.3132303
3986;238.578;232.6309049
3987;103.3945;108.4038737
3988;238.53568;230.949524
3989;80.4128;83.32439962
3990;221.5138;211.3166281
3991;74.4495;73.05823111
3992;297.4771;305.9394065
3993;147.1101;142.4726473
3994;392.2018;385.3375264
3995;11.422;12.19418947
3996;259.2202;264.6680135
3997;111.6514;111.6864164
3998;2.8899;4.794015516
3999;88.8073;88.3062467
4000;6.1009;7.639503478
4001;1.41109;1.347733826
4002;310.3083;301.2684579
4003;151.422;144.3958344
4004;247.7064;238.9774334
4005;67.63005;57.52344298
4006;352.7523;345.6701807
4007;58.9908;60.09875967
4008;263.8532;251.4887269
4009;439.88706;432.5264945
4010;124.4954;130.3643914
4011;468.30447;449.96636
4012;20.7798;15.76959631
4013;408.7156;407.8873642
4014;293.3486;291.2860854
4015;92.1101;89.79081395
4016;25.62615;25.63469051
4017;62.0183;38.40540664
4018;1.5138;4.93140197
4019;317.5229;324.6366564
4020;20.1376;19.33930463
4021;248.9403;235.012168
4022;249.4037;244.1014028
4023;304.6789;312.8399615
4024;372.54332;375.9160152
4025;169.8165;168.898258
4026;114.93262;107.7031402
4027;197.93045;166.9041997
4028;48.211;46.83113123
4029;401.05976;436.793286
4030;121.82497;119.1886847
4031;120.5046;119.7091476
4032;51.92683;55.72253246
4033;111.17534;107.1622059
4034;172.8899;171.2018554
4035;94.633;98.45140773
4036;239.1743;235.5065767
4037;387.156;390.1028599
4038;108.3945;110.3073068
4039;224.4954;223.4153045
4040;344.0367;344.9036307
4041;307.7523;300.0964525
4042;345.4128;345.5242557
4043;369.7248;376.2290766
4044;1.1468;4.40424894
4045;303.5646;310.4232463
4046;102.3394;101.105254
4047;327.0642;327.2161787
4048;18.2569;21.49214467
4049;338.0734;336.5432834
4050;5.367;6.163105111
4051;68.0275;199.1838819
4052;405.0459;409.7558284
4053;332.5688;331.0480535
4054;13.77651;17.08956946
4055;38.578;34.62192934
4056;261.5138;263.9738384
4057;331.1927;320.8915041
4058;175.367;176.4083728
4059;159.8165;159.9592384
4060;421.26051;407.0751791
4061;10.98266;4.982043679
4062;422.0183;450.3245533
4063;285.9174;269.1022009
4064;29.67247;35.064298
4065;68.3486;62.19603269
4066;391.7431;392.9352144
4067;296.8349;295.2155652
4068;438.94643;434.7972335
4069;239.633;239.2127055
4070;43.4489;49.69505495
4071;16.055;79.07305169
4072;85.1835;82.40387788
4073;26.20424;25.51660563
4074;314.4954;312.0256316
4075;61.4679;60.32395312
4076;312.2477;310.9065588
4077;41.1927;40.44723752
4078;191.61847;181.8206374
4079;121.8349;125.3088602
4080;20.32749;22.80650219
4081;11.5607;8.992723238
4082;177.7982;179.4271467
4083;245.7339;237.0480642
4084;296.2844;295.7333167
4085;149.8165;144.0558214
4086;120.8257;117.4200079
4087;199.2661;189.9648051
4088;550.9174;550.0376165
4089;449.0826;452.5993536
4090;8.9595;5.756441434
4091;382.5688;375.4723135
4092;39.2202;39.70833893
4093;174.633;187.031868
4094;23.1651;26.21784726
4095;232.948;233.6972133
4096;405.9633;407.9212467
4097;267.7982;256.1946745
4098;314.1743;310.4304722
4099;173.3945;174.9984753
4100;64.2202;59.76435611
4101;6.45469;6.244788402
4102;51.1927;50.01324896
4103;3.56454;6.161609978
4104;84.0367;83.22011081
4105;261.1009;251.0350212
4106;225.72261;213.6502517
4107;366.18493;377.7531306
4108;438.9908;440.8484892
4109;28.50417;31.52244291
4110;33.211;34.36548344
4111;270.5046;270.0339274
4112;273.69941;253.3889976
4113;505.5046;502.5939793
4114;328.32365;313.6985885
4115;394.4954;384.3251191
4116;258.47783;251.7365805
4117;340.367;333.2475607
4118;380.7339;378.8616009
4119;113.0275;117.7407847
4120;7.156;10.77578392
4121;182.3394;189.4211128
4122;338.0734;335.5803058
4123;6.8349;4.425119108
4124;213.3486;202.3711593
4125;74.8624;73.65540173
4126;203.8073;208.9008698
4127;276.2844;317.9708858
4128;316.789;313.2070674
4129;180.5963;180.8135296
4130;113.2569;109.7490016
4131;277.3853;270.2382726
4132;326.1468;320.3241189
4133;71.2844;68.93288068
4134;427.9816;442.0230967
4135;427.9816;445.0962012
4136;9.8165;11.6924637
4137;207.9816;217.1074101
4138;19.1743;19.34520934
4139;104.8624;96.49879115
4140;381.1927;388.7318606
4141;2.7064;6.343294774
4142;173.211;177.9506591
4143;265.2752;252.3307538
4144;172.90685;166.1010294
4145;32.659;37.79642243
4146;18.3486;22.50118352
4147;172.6605;172.2320692
4148;9.7248;10.4374945
4149;183.3028;181.1219267
4150;139.1284;131.6709061
4151;292.9358;292.7173737
4152;362.844;362.799655
4153;23.50669;23.60599066
4154;40.4587;41.5782737
4155;3.8073;2.661050291
4156;147.9769;156.9067066
4157;156.1009;161.2160216
4158;29.3119;30.50097524
4159;337.62941;336.5431227
4160;280.9174;276.2682218
4161;10.1835;9.631730235
4162;221.422;229.85423
4163;120.2752;114.2634515
4164;235.8257;231.7812917
4165;7.99622;10.47263439
4166;96.80151;89.98676544
4167;388.82463;392.7416578
4168;356.422;363.3617111
4169;165.99232;151.2236874
4170;279.3578;274.008315
4171;186.9942;189.1458293
4172;151.83441;149.1024953
4173;216.9725;215.9632539
4174;5.6422;6.896248057
4175;88.1193;84.70952687
4176;107.7064;109.7423859
4177;429.8165;441.4708512
4178;5.45629;7.110190131
4179;293.50894;280.6994893
4180;241.6055;236.7181926
4181;88.0734;90.6188934
4182;271.8349;264.9804528
4183;221.789;210.5577196
4184;9.5413;14.1289037
4185;313.7615;318.1980226
4186;1.5596;2.397252488
4187;163.87582;165.104109
4188;56.2385;55.27971952
4189;35.6881;36.69705735
4190;2.21576;3.386272775
4191;85.3211;83.89778145
4192;87.2477;96.08065726
4193;352.2936;350.5946055
4194;164.15807;156.0525393
4195;182.2936;172.4639435
4196;269.4037;269.4016539
4197;319.7248;321.7941465
4198;6.3761;7.318533324
4199;19.8165;22.76759545
4200;422.95385;432.6883282
4201;8.9908;11.40646242
4202;6.0092;4.038911114
4203;134.33684;140.6766547
4204;32.9817;35.53718209
4205;151.6055;153.0403265
4206;192.2477;194.2636987
4207;19.7248;21.38876459
4208;389.9083;387.1119297
4209;237.5688;225.6212151
4210;280.3211;277.7998736
4211;324.3119;319.625879
4212;131.4679;129.6942809
4213;4.5872;4.820445297
4214;104.5872;98.1486266
4215;223.7615;216.8166871
4216;500.9174;498.3072603
4217;427.0642;425.3256487
4218;124.8555;127.9088891
4219;41.7431;42.57594988
4220;107.6147;104.2192884
4221;127.3603;101.0051715
4222;72.5229;76.69018728
4223;350.0963;350.3464195
4224;452.2936;442.8404509
4225;503.57484;501.9138701
4226;5.4587;4.221620862
4227;331.1927;328.6630084
4228;108.67053;117.0932009
4229;6.26209;7.878178408
4230;35.6422;34.58671445
4231;409.633;406.287948
4232;16.0092;17.27357366
4233;41.9266;51.82674816
4234;250.9174;248.6058925
4235;144.4495;145.6731814
4236;382.1101;383.6490736
4237;360.5505;347.2327964
4238;29.3119;34.86922837
4239;158.945;150.1075232
4240;254.0826;255.5462311
4241;178.7615;183.778996
4242;356.422;363.3235928
4243;254.84476;239.409425
4244;131.5138;131.3775107
4245;19.9083;22.12386763
4246;17.7064;18.62034163
4247;285.8716;270.6189454
4248;34.0367;33.00911868
4249;78.7156;71.47229728
4250;384.4037;386.0781428
4251;52.40847;45.61028472
4252;175.0459;175.9717626
4253;482.1101;482.2151512
4254;239.0367;240.3508295
4255;145.5963;144.1104899
4256;12.9358;11.94569217
4257;3.3028;5.632549106
4258;8.76689;8.752285947
4259;12.2018;12.77064062
4260;154.3119;147.4640946
4261;57.9358;60.88203751
4262;19.1743;16.6045342
4263;38.6697;43.02421002
4264;36.3199;35.93269359
4265;397.2477;387.3960335
4266;322.67164;319.1276087
4267;47.6147;50.22590349
4268;164.5472;161.0423595
4269;117.7064;123.3621558
4270;186.5138;197.1872995
4271;18.8991;21.05004222
4272;287.7064;281.4688587
4273;323.3945;327.9023404
4274;65.1376;63.9708216
4275;400.0963;394.0428598
4276;41.23308;44.2938803
4277;121.1927;115.1653905
4278;116.9725;110.7043221
4279;53.1193;55.35954639
4280;353.211;350.6695134
4281;132.2936;135.1771262
4282;281.7431;293.0512009
4283;188.3945;185.2861471
4284;17.7064;19.64098691
4285;35.7339;36.93730226
4286;156.16569;162.5958049
4287;191.6972;196.3501448
4288;311.368;337.9104038
4289;46.91722;45.09095759
4290;236.0092;249.1948329
4291;385.60672;369.7121043
4292;345.56839;322.0171912
4293;216.76297;228.6409489
4294;112.7064;116.4433536
4295;146.6055;157.9051584
4296;278.3486;285.7363781
4297;145.0459;148.6760605
4298;92.77456;95.77748191
4299;292.5229;279.6699795
4300;360.5505;350.460103
4301;197.7064;204.5163752
4302;300.28228;294.8504269
4303;53.7156;56.20570397
4304;190.367;185.9431718
4305;34.3578;33.04461799
4306;212.8131;216.7897917
4307;403.211;401.5820649
4308;47.9817;52.26802319
4309;131.0092;129.2049026
4310;284.3119;287.2031477
4311;63.96989;86.86515818
4312;22.2018;25.03273285
4313;77.2018;79.05517722
4314;124.4495;121.5351137
4315;148.9908;138.6918989
4316;494.9541;504.3489217
4317;442.6605;433.9166119
4318;26.6514;27.70091003
4319;61.1009;60.92536594
4320;250.0917;253.0014297
4321;69.8624;69.52975883
4322;310.3211;307.6734084
4323;79.9541;78.66275189
4324;168.3486;169.0359784
4325;9.7706;11.53900604
4326;240.1835;246.5973942
4327;133.0734;139.0240111
4328;455.0459;449.2157294
4329;199.4037;203.1726088
4330;195.4587;184.1918866
4331;1.73412;3.921179722
4332;129.5413;129.7315389
4333;319.0826;317.3193877
4334;462.3853;448.22678
4335;262.6605;259.3032631
4336;508.2569;511.1230591
4337;84.9541;85.40863407
4338;267.4771;265.5864649
4339;263.29484;281.7156612
4340;56.2844;60.39061475
4341;2.9358;108.1053896
4342;51.92848;50.43508648
4343;372.9358;379.683744
4344;236.6514;227.7443634
4345;64.8165;68.17970861
4346;315.5505;307.3858514
4347;127.7064;128.8165255
4348;378.0347;378.0931156
4349;585.23051;561.4730865
4350;4.4954;5.99306994
4351;15.9633;14.26428747
4352;85.7798;78.45871487
4353;26.0092;28.42263427
4354;138.7615;136.7263103
4355;315.5963;324.2418509
4356;52.7064;52.21587974
4357;54.46855;56.21245744
4358;106.7431;100.1148387
4359;374.3119;376.1566836
4360;60.5505;61.82456642
4361;13.0275;17.12986197
4362;113.7156;109.7217416
4363;53.2569;49.85381016
4364;337.76493;323.2791027
4365;33.8073;33.24554615
4366;168.57954;181.9764965
4367;42.19651;36.94320851
4368;253.71592;262.3014969
4369;257.3394;269.2354956
4370;77.0183;77.75247002
4371;370.1835;365.3874113
4372;335.3211;332.1991152
4373;96.8807;96.3417382
4374;6.49109;8.751247218
4375;175;180.1109313
4376;146.789;147.5377846
4377;230.8257;227.1622938
4378;128.42;128.1087096
4379;165.5505;166.1769558
4380;441.7431;434.4563132
4381;85.367;85.26993133
4382;286.03084;294.9073852
4383;181.6514;180.2548794
4384;4.6789;4.233407634
4385;188.3028;192.0280392
4386;268.4862;275.29855
4387;497.2477;501.6703941
4388;202.89016;183.8900156
4389;172.2018;174.9999721
4390;355.5046;347.10105
4391;9.8165;11.84584683
4392;238.3945;242.5407361
4393;322.4771;327.5733251
4394;41.2844;43.4802122
4395;41.8349;42.93783324
4396;42.2936;45.2478113
4397;234.6821;251.4656127
4398;223.0734;147.5850049
4399;312.2936;321.5623401
4400;8.2569;10.62250564
4401;21.4679;28.39595086
4402;12.8899;17.2480218
4403;81.2385;89.93361888
4404;92.3394;85.60545221
4405;177.0642;176.0650626
4406;328.8991;327.2328522
4407;228.6697;219.2982114
4408;12.7523;15.40758918
4409;60.6422;52.47498658
4410;273.6697;274.1355013
4411;9.9083;9.021565872
4412;126.1079;118.4995582
4413;240.26341;235.4198425
4414;235.9174;235.7944937
4415;141.0092;139.1614485
4416;289.0826;283.8715984
4417;13.5838;12.62283285
4418;474.3119;483.7653979
4419;47.6879;52.0572617
4420;344.9541;340.5316752
4421;168.0275;158.7747125
4422;63.9908;62.93945579
4423;183.6224;182.8407392
4424;298.3027;298.4672482
4425;156.3303;159.1395725
4426;310.8257;324.4371629
4427;107.7071;123.5960524
4428;81.7919;89.8246303
4429;18.9908;20.45124796
4430;114.5413;118.2487392
4431;62.2018;65.90441156
4432;142.844;139.6175393
4433;255.6422;257.5040816
4434;261.6972;264.8099179
4435;44.9083;43.38455033
4436;315.7339;319.3261612
4437;212.0183;216.5693964
4438;19.84943;23.13592649
4439;150.1376;153.9555998
4440;386.6089;384.8106091
4441;54.4037;55.8838023
4442;383.4862;382.3417904
4443;104.5872;99.25105205
4444;283.2569;278.4182865
4445;67.4771;65.90568931
4446;123.7156;125.1690437
4447;409.633;407.420465
4448;191.6514;199.4076775
4449;477.5229;464.7607835
4450;226.15238;216.0602676
4451;379.2098;374.1689922
4452;38.24662;33.61861157
4453;304.62422;333.2087075
4454;92.19647;98.65942056
4455;15.1835;14.38247131
4456;83.4404;84.68988966
4457;270.52022;254.3920051
4458;236.70526;226.6810666
4459;3.6697;6.579270407
4460;114.7248;115.909452
4461;312.23508;315.4343556
4462;54.7706;49.10166638
4463;257.0642;249.3044253
4464;260.9174;243.2261612
4465;348.1651;347.8157228
4466;55.1376;53.41070824
4467;18.945;20.07681763
4468;97.4771;95.26166005
4469;150.5505;148.2876989
4470;65.6881;63.90235247
4471;47.2018;47.18732208
4472;330.2752;330.8955795
4473;262.7982;260.4357757
4474;236.7431;245.1401165
4475;238.8073;248.5271363
4476;566.32172;556.8780756
4477;19.7248;13.95257586
4478;317.7264;335.1116564
4479;108.7615;111.2797989
4480;38.75822;35.120044
4481;376.1468;392.4361709
4482;133.2569;138.087413
4483;258.3027;246.5973942
4484;230.5046;233.303363
4485;128.9908;134.3821815
4486;110.367;114.2826078
4487;179.9541;179.9766136
4488;242.1101;247.2045061
4489;76.9266;69.87317771
4490;247.20613;257.7184826
4491;243.9908;248.0257369
4492;116.9557;131.5891079
4493;132.7523;124.9339052
4494;230.8257;237.4206394
4495;286.6514;288.0638434
4496;224.37383;218.0026116
4497;340.8257;339.1681927
4498;304.0826;296.912913
4499;32.7064;37.53755103
4500;183.3333;207.7484827
4501;7.7523;10.055823
4502;295.3211;299.218847
4503;346.789;348.102836
4504;239.41667;240.726193
4505;335.7798;344.0851028
4506;135.2601;135.7997483
4507;85.1376;88.15031504
4508;396.3303;401.140759
4509;22.44696;23.75836295
4510;236.6514;241.6268257
4511;431.6514;425.470858
4512;473.3945;483.7653979
4513;203.945;204.958974
4514;280.7339;277.9737556
4515;157.00845;166.0483565
4516;493.578;494.182539
4517;268.1193;275.5294299
4518;192.9358;187.0346472
4519;289.4495;296.6571929
4520;309.1743;310.208007
4521;197.4312;195.9018933
4522;492.2018;493.7366371
4523;263.211;258.3767243
4524;333.945;336.0028022
4525;61.1927;58.57343801
4526;428.8991;427.0722232
4527;139.7881;144.3726616
4528;542.2018;539.7570239
4529;194.70136;199.3210735
4530;409.633;409.821424
4531;247.10983;233.4576881
4532;41.5138;39.91908293
4533;26.1009;23.27808771
4534;377.5229;380.3095429
4535;313.1651;320.1682344
4536;16.6514;14.23908455
4537;311.1927;314.2096306
4538;65.8716;70.43204033
4539;262.7064;269.5077023
4540;74.0826;107.2799499
4541;172.5688;167.9970705
4542;43.211;35.7922967
4543;175.9174;175.4347985
4544;78.0734;72.6374532
4545;216.1009;211.4870174
4546;60.5046;57.85051187
4547;148.5321;155.4474942
4548;6.7431;10.38923175
4549;134.3578;135.9040026
4550;187.7523;194.6614885
4551;44.4037;60.85620725
4552;166.8807;167.47505
4553;230.8716;231.187867
4554;14.3578;14.73698495
4555;128.0734;118.2744069
4556;322.48357;313.8310231
4557;4.633;4.504637763
4558;302.7064;308.5602669
4559;205.3211;199.712087
4560;294.633;291.5217618
4561;388.0734;381.486078
4562;8.8991;12.58129464
4563;7.3394;6.645101023
4564;284.7706;272.3703792
4565;349.5413;348.6317079
4566;320.7798;317.8131349
4567;93.3028;94.12267705
4568;10;10.30932832
4569;24.2202;22.25289497
